AsOfDate,SecurityId,Description,Sector,Subsector,Currency
2025-02-16,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-16,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-16,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-16,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-16,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-02-16,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-16,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-16,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-16,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-16,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-16,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-16,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-16,RRZ21YR,Home Financing Security RRZ21YR,Residential,Carry,USD
2025-02-16,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-16,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-16,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-16,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-16,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-16,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-02-16,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-02-16,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-16,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-16,JLK41QT,Home Risk Bond JLK41QT,Residential,Carry,USD
2025-02-16,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-16,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-16,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-02-16,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CRE,USD
2025-02-16,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-16,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-16,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-16,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-17,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-17,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-17,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-17,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-17,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-02-17,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-17,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-17,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-02-17,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-17,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-17,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-02-17,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-17,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-17,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-02-17,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-17,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-17,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-17,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-17,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-17,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-17,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-17,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-17,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-17,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-02-17,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-17,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-17,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-17,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-17,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-17,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-17,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-17,RRZ21YR,Home Financing Security RRZ21YR,Residential,Carry,USD
2025-02-17,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-17,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-17,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-17,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-17,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-17,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-17,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-02-17,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-17,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-17,JLK41QT,Home Risk Bond JLK41QT,Residential,Carry,USD
2025-02-17,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-17,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-17,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-02-17,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CRE,USD
2025-02-17,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-17,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-17,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-17,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-18,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-18,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-18,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-18,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-18,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-02-18,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-18,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-18,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-02-18,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-18,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-18,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-02-18,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-18,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-18,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-02-18,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-18,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-18,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-18,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-18,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-18,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-18,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-18,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-18,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-18,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-02-18,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-18,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-18,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-18,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-18,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-18,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-18,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-18,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-18,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-18,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-18,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-18,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-18,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-18,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-18,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-02-18,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-18,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-18,JLK41QT,Home Risk Bond JLK41QT,Residential,Carry,USD
2025-02-18,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-18,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-18,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-02-18,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-18,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-18,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-18,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-18,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-19,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-19,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-19,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-19,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-19,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-02-19,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-19,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-19,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-19,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-19,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-19,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-02-19,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-19,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-19,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-02-19,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-19,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-19,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-19,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-19,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-19,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-19,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-19,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-19,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-19,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-02-19,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-19,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-19,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-19,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-19,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-19,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-19,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-19,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-19,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-19,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-19,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-19,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-19,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-19,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-19,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-02-19,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-19,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-19,JLK41QT,Home Risk Bond JLK41QT,Residential,Carry,USD
2025-02-19,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-19,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-19,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-02-19,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-19,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-19,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-19,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-19,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-20,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-20,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-20,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-20,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-20,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-02-20,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-20,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-20,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-20,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-20,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-20,SMS96VL,Residential Risk Trust SMS96VL,Residential,Carry,USD
2025-02-20,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-20,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-20,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-02-20,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-20,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-20,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-20,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-20,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-20,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-20,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-20,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-20,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-20,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-02-20,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-20,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-20,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-20,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-20,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-20,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-20,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-20,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-20,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-20,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-20,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-20,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-20,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-20,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-20,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-20,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-20,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-20,JLK41QT,Home Risk Bond JLK41QT,Residential,Financing,USD
2025-02-20,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-20,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-20,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-02-20,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-20,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-20,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-20,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-20,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-21,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-21,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-21,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-21,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-21,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-02-21,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-21,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-21,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-21,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-21,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-21,SMS96VL,Residential Risk Trust SMS96VL,Residential,Financing,USD
2025-02-21,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-21,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-21,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-02-21,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-21,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-21,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-21,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-21,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-21,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-21,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-21,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-21,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-21,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-02-21,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-21,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-21,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-21,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-21,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-21,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-21,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-21,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-21,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-21,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-21,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-21,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-21,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-21,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-21,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-21,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-21,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-21,JLK41QT,Home Risk Bond JLK41QT,Residential,Financing,USD
2025-02-21,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-21,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-21,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-02-21,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-21,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-21,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-21,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-21,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-22,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-22,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-22,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
2025-02-22,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-02-22,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Carry,USD
2025-02-22,LGP30YU,Home Risk Bond LGP30YU,Residential,Risk,USD
2025-02-22,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-02-22,JQL24TF,Office CMBS Property JQL24TF,Commercial,SASB,USD
2025-02-22,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-02-22,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Financing,USD
2025-02-22,SMS96VL,Residential Risk Trust SMS96VL,Residential,Financing,USD
2025-02-22,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-02-22,GNM22AD,Residential Carry Trust GNM22AD,Residential,Financing,USD
2025-02-22,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-02-22,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-02-22,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-02-22,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Carry,USD
2025-02-22,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-02-22,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-02-22,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-02-22,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-02-22,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CRE,USD
2025-02-22,TZE82IG,Retail CMBS Property TZE82IG,Commercial,SASB,USD
2025-02-22,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Risk,USD
2025-02-22,ZJK76DR,Government IO Bond ZJK76DR,Agency,IO,USD
2025-02-22,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-02-22,LFL59PW,Federal Subs Bond LFL59PW,Agency,IO,USD
2025-02-22,RND86XU,Commercial SASB Property RND86XU,Commercial,SASB,USD
2025-02-22,UXP54RA,Residential Financing Trust UXP54RA,Residential,Carry,USD
2025-02-22,HZI97XK,Home Carry Trust HZI97XK,Residential,Risk,USD
2025-02-22,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-02-22,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-02-22,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-02-22,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-02-22,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-02-22,HGH26BI,Office CRE Investment HGH26BI,Commercial,CMBS,USD
2025-02-22,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,SASB,USD
2025-02-22,LAS87XO,Home Risk Trust LAS87XO,Residential,Carry,USD
2025-02-22,SHY49RS,Residential Risk Bond SHY49RS,Residential,Financing,USD
2025-02-22,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-02-22,EYF35OX,Agency Subs Backed EYF35OX,Agency,IO,USD
2025-02-22,JLK41QT,Home Risk Bond JLK41QT,Residential,Financing,USD
2025-02-22,ZIU48UU,Federal Subs Security ZIU48UU,Agency,IO,USD
2025-02-22,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-02-22,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-02-22,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,SASB,USD
2025-02-22,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-02-22,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Risk,USD
2025-02-22,KGP30NU,Residential Financing Trust KGP30NU,Residential,Risk,USD
2025-02-22,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-02-23,WJB41XV,Agency Subs Bond WJB41XV,Agency,Subs,USD
2025-02-23,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-02-23,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,CMBS,USD
